,Headline,Date,Stock,Neutral,Positive,Negative
5994,big tech stocks appear unaffected following report from indias business standard google facebook twitter amazon stare at 3040 digital tax blow in india,2019-02-14,GOOG,0.00020533039059955627,7.024498700047843e-06,0.9997876286506653
5995,google in middle of fight over 5g spectrum the information,2019-02-14,GOOG,0.9999160766601562,5.6383887567790225e-05,2.7567139113671146e-05
5996,coopermans omega 13f shows cut stake in alphabet from 130k shares to 82k shares,2019-02-14,GOOG,0.9993557333946228,0.0004928918206132948,0.00015138408343773335
5997,google to spend 13b to build new data centers in nevada ohio texas and nebraska tech giant will also double its virginiabased workforce with expanded offices and more data center space and will also expand its new york city campus cnbc tweets,2019-02-13,GOOG,0.9998117089271545,0.00018808642926160246,1.9993426292330696e-07
5998,some traders attributing recent weakness in tech stocks to comment in california governor newsoms state of the state address ive asked my team to develop a proposal for a new data dividend for californians,2019-02-12,GOOG,0.9998101592063904,1.867504465735692e-06,0.00018801512487698346
5999,sonos ceo we are paying for sins of the past,2019-02-12,GOOG,0.9999315738677979,2.228857056252309e-06,6.615909660467878e-05
6000,softbank invests in autonomous grocery delivery startup nuro,2019-02-11,GOOG,0.9997746348381042,3.8864227462909184e-06,0.00022142374655231833
6001,communication services the china way,2019-02-07,GOOG,0.999625563621521,2.9176055249990895e-05,0.00034522401983849704
6002,google blog post highlights co belief eu copyright draft rules are not carefully balanced and would harm creative economy in europe,2019-02-07,GOOG,5.010345557820983e-05,4.77515868624323e-07,0.9999494552612305
6003,equinix reports google has selected co for its la area cable landing station no terms disclosed,2019-02-07,GOOG,0.9999991655349731,1.5006429521235987e-07,7.162438464547449e-07
6004,after blowout q3 twitter earnings ahead with focus on user growth,2019-02-06,GOOG,0.053443651646375656,0.9325395226478577,0.014016862958669662
6005,survey smart speakers quickly becoming ubiquitous in american households,2019-02-06,GOOG,0.04882770776748657,0.951008141040802,0.00016413212870247662
6006,logistics property to develop distribution center on chicagos southwest side,2019-02-05,GOOG,0.9999788999557495,7.378431519100559e-07,2.042295272985939e-05
6007,protecting your data no matter where you go on the web google,2019-02-05,GOOG,0.8959917426109314,0.09609031677246094,0.00791793130338192
6008,google says rolling out password checkup and cross account protection,2019-02-05,GOOG,0.979562520980835,0.020423805341124535,1.3715662134927697e-05
6009,rolling along better than expected earnings continue driving market higher,2019-02-05,GOOG,8.926314687407455e-10,1.0,1.898012635948021e-09
6010,8 biggest price target changes for tuesday,2019-02-05,GOOG,0.999969482421875,3.928311343770474e-06,2.6558480385574512e-05
6011,wall street reacts to alphabets q4 earnings,2019-02-05,GOOG,0.9996097683906555,4.3106436464768194e-07,0.0003898063732776791
6012,survey hints at strong quarter for spotify,2019-02-05,GOOG,5.3876970440569494e-08,1.0,1.9933471762101362e-08
6013,piperjaffray maintains overweight on alphabet raises price target to 1355k,2019-02-05,GOOG,3.4769196645356715e-05,0.9999649524688721,2.579395470547752e-07
6014,deutsche bank maintains buy on alphabet raises price target to 138k,2019-02-05,GOOG,9.294481060351245e-07,0.999998927116394,8.787908001295364e-08
6015,from alphabet earnings conference call feedback on project stream video game service has been super positive,2019-02-04,GOOG,2.480201999333076e-08,0.9999997615814209,1.8760214004487352e-07
6016,from alphabet earnings conference call qa section ceo says to expect cloud unit  to in 2019 focus on geographies 6 verticals 5 product areas where it is seeing returns,2019-02-04,GOOG,0.9999257326126099,5.69992589589674e-05,1.7297121303272434e-05
6017,pichai says youtube now has nearly 2b monthly loggedin users it had 18b as of last may tweet from thestreet,2019-02-04,GOOG,0.9999997615814209,1.3292749656557135e-07,8.581871213664272e-08
6018,pichai over the last year the number of active users for google assistant has quadrupled assistant now supports 30 languages up from 8 a year ago tweet from thestreet,2019-02-04,GOOG,0.6896499991416931,0.3052045404911041,0.005145462695509195
6019,from alphabet earnings conference call number of daily active users on cos shopping doubled on yearoveryear basis during holiday season,2019-02-04,GOOG,0.0026388722471892834,0.9973604083061218,6.820937983320619e-07
6020,from alphabet earnings conference call board has authorized added 125b buyback,2019-02-04,GOOG,0.9998844861984253,2.7261148716206662e-05,8.82055755937472e-05
6021,from alphabet earnings conference call sees capex growth in 2019 to moderate quite significantly,2019-02-04,GOOG,0.2760045826435089,0.0033856499940156937,0.720609724521637
6022,from alphabet earnings conference call sees traffic acquisition costs continuing to increase year over year as mobile search grows,2019-02-04,GOOG,0.04795677214860916,0.9482908248901367,0.003752460703253746
6023,from alphabet earnings conference call forex to remain a headwind,2019-02-04,GOOG,8.016085644158011e-07,5.944382337474963e-07,0.9999985694885254
6024,alphabet blows away q4 earnings estimates shares fall,2019-02-04,GOOG,6.454154208768159e-05,0.0013578406069427729,0.9985775947570801
6025,alphabet q4 net sales excluding traffic acquisition costs 3184b,2019-02-04,GOOG,0.9999241828918457,1.587364386068657e-05,5.9976537158945575e-05
6026,alphabet q4 eps 1277 beats 1086 estimate sales 39276b beat 3898b estimate,2019-02-04,GOOG,3.526807574871782e-07,0.9999996423721313,3.289633809799852e-08
6027,apple is the better mind in the tech space pro says,2019-02-04,GOOG,1.805815008992795e-05,0.9999815225601196,4.201937997549976e-07
6028,how the fang stocks trade with each other and the rest of the market,2019-02-04,GOOG,0.9999983310699463,2.1992470067289105e-07,1.4204885019353242e-06
6029,highlight reel looks light alphabet reporting later but early action a bit slow,2019-02-04,GOOG,0.019811751320958138,0.6195563077926636,0.3606319725513458
6030,mixed signals from payrolls data helps put the brakes on market momentum,2019-02-01,GOOG,0.00010135416960110888,0.9900244474411011,0.009874106384813786
6031,this day in market history alphabet briefly becomes worlds most valuable company,2019-02-01,GOOG,0.01614789292216301,0.9838228821754456,2.9171633286750875e-05
6032,apple blocks google from running its internal ios apps the verge,2019-01-31,GOOG,0.9990618824958801,1.0459064469614532e-05,0.0009276209166273475
6033,hearing apple taking actions on google apps following facebook initative,2019-01-31,GOOG,0.27692145109176636,7.55778601160273e-05,0.7230029106140137
6034,earnings volatility brexit are key topics heading into february,2019-01-31,GOOG,0.991136908531189,1.5203191878754296e-06,0.008861629292368889
6035,youtube music comes to sonos youtube blog,2019-01-30,GOOG,0.9999905824661255,6.563221290889487e-07,8.717776836419944e-06
6036,worlds largest company its microsoft again and it reports wednesday,2019-01-30,GOOG,0.9999955892562866,2.5544909476593602e-06,1.9460842395346845e-06
6037,google will post solid revenues but expenses may weigh on margins bofa says in q4 preview,2019-01-29,GOOG,8.787343297456118e-09,1.0,1.3517124308748407e-08
6038,podcast nike continues to expand with mlb deal streaming war heats up,2019-01-28,GOOG,0.4179777503013611,0.582018256187439,3.9305132304434665e-06
6039,communication services makes its presence felt,2019-01-28,GOOG,0.14888638257980347,0.8507634997367859,0.00035012108855880797
6040,breaking down the incredible rise of esports,2019-01-26,GOOG,0.9637057781219482,0.009307291358709335,0.026986856013536453
6041,continuing our work to improve recommendations on youtube youtube blog,2019-01-25,GOOG,0.04899468645453453,0.9500448107719421,0.0009604967781342566
6042,oracle comments on googles petition for review by supreme court says petition presents a rehash of arguments that have already been thoughtfully and thoroughly discredited,2019-01-24,GOOG,0.9983265995979309,0.00021685464889742434,0.0014566133031621575
6043,google has asked supreme court to reverse its ruling which revived oracle copyright case,2019-01-24,GOOG,0.9985914826393127,0.00033607229124754667,0.001072486862540245
6044,analyst says apples app store spending is likely to slow in 2019,2019-01-24,GOOG,0.00020682568720076233,1.8371571059105918e-05,0.9997747540473938
6045,communication services continues rapid growth pace,2019-01-24,GOOG,1.6825867987790843e-07,0.9999997615814209,1.73400891867459e-07
6046,10 biggest price target changes for wednesday,2019-01-23,GOOG,0.9999747276306152,2.9837328838766553e-06,2.228510129498318e-05
6047,deutsche bank maintains buy on alphabet lowers price target to 13k,2019-01-23,GOOG,5.863324531674152e-06,0.9999905824661255,3.537276370479958e-06
6048,waymo looks to the motor city for autonomous vehicle plant,2019-01-22,GOOG,0.9999680519104004,5.668254061674816e-07,3.131000266876072e-05
6049,pivotal makes no changes to google model as big brands flock back to youtube,2019-01-22,GOOG,0.9997618794441223,6.018138265062589e-06,0.00023219235299620777
6050,apple mostadmired global company says fortune amazon 2 google 7 alibaba 34 facebook 44 forbes,2019-01-22,GOOG,0.999997615814209,4.0683602264834917e-07,1.973536200239323e-06
6051,blurring the lines between vr and real life a new global economy is on the horizon,2019-01-22,GOOG,0.6546585559844971,0.00218248856253922,0.3431589603424072
6052,waymo to invest 136 million in metro detroit facility the detroit news reports,2019-01-22,GOOG,0.9998899698257446,1.0028147698903922e-06,0.00010908835247391835
6053,fossil enters agreement to sell select smartwatch technology to google for 40m,2019-01-17,GOOG,0.9998692274093628,1.4085474504099693e-05,0.00011672609980450943
6054,the eu is preparing a third antitrust fine for googles adsense according to bloomberg,2019-01-17,GOOG,0.9988395571708679,4.0593358789919876e-06,0.0011564291780814528
6055,tech sector earnings revenue growth widely expected to slow will global uncertainty weigh,2019-01-16,GOOG,4.80290100313141e-06,4.976530817657476e-06,0.9999902248382568
6056,another day another bank misses on earnings market could be on defensive,2019-01-15,GOOG,3.952759470848832e-06,1.0058244015453965e-06,0.9999949932098389
6057,direxion rolls out leveraged communication services etfs,2019-01-15,GOOG,0.9999896287918091,6.163747912069084e-07,9.830791896092705e-06
6058,update global equities chowdhry warns could take another 2 qtrs for amazons aws microsofts azure googles gcp to clean their workloads from crypto miners abuse,2019-01-14,GOOG,0.9856337904930115,0.006196379661560059,0.008169732987880707
6059,update global equities chowdhry sees recent crackdown on crypto miners as creating a temporary compute overcapacity in the super cloud cos sees intel datacenter business experiencing temporary issues,2019-01-14,GOOG,0.0005618762806989253,7.236429519252852e-05,0.9993657469749451
6060,after strong week market comes under pressure from china as earnings begin,2019-01-14,GOOG,1.6939629858825356e-06,1.3050043889961671e-06,0.9999970197677612
6061,google employees are launching a social media blitz to pressure tech giants on workplace harassment issues recode,2019-01-14,GOOG,0.21892908215522766,0.00041131614125333726,0.7806596755981445
6062,bofa upgrades twitter after internet user survey finds falling snapchat usage,2019-01-10,GOOG,0.9954373240470886,0.004294323734939098,0.00026834700838662684
6063,alphabet inc board sued on thursday in california state court by shareholder lawsuit alleges board breached fiduciary duty by covering up sexual misconduct by top execs cites meeting minutes from 20242016,2019-01-10,GOOG,0.08365263044834137,0.0021462510339915752,0.9142011404037476
6064,despite some risks analysts still expecting double digit growth from communications services in q4,2019-01-10,GOOG,0.00018696932238526642,0.9998094439506531,3.617246875364799e-06
6065,morgan stanley posts negative yelp review we question the sustainability of this pricing umbrella,2019-01-10,GOOG,1.8998117639057455e-06,1.0738364153439761e-07,0.9999979734420776
6066,as sports broadcasters see some viewers return experts predict another year of streaming transition,2019-01-07,GOOG,0.9305304288864136,0.0007042224751785398,0.06876535713672638
6067,pivotal forecasts good year for online ads upgrades adobe alphabet salesforce,2019-01-07,GOOG,5.503340162249515e-06,0.9999940395355225,5.269265557217295e-07
6068,google announces launch of smart displays for google assistant,2019-01-07,GOOG,0.9423038959503174,0.05758599191904068,0.00011013043695129454
